Date,Days,Confirmed,Active,Recovered,Dead,total_vaccinations,people_vaccinated,people_fully_vaccinated,Detected,Severe,Critical
23/11/21,621,130920,669,129042,1209,,,,640,26,3
24/11/21,622,130920,669,129042,1209,3493688,2651463,842225,640,26,3
25/11/21,623,130920,669,129042,1209,,,,640,26,3
26/11/21,624,130920,669,129042,1209,,,,640,26,3
27/11/21,625,130920,669,129042,1209,,,,640,26,3
28/11/21,626,130920,669,129042,1209,,,,640,26,3
29/11/21,627,130920,669,129042,1209,,,,640,26,3
30/11/21,628,130920,669,129042,1209,,,,640,26,3
01/12/21,629,131246,692,129326,1228,,,,669,23,0
02/12/21,630,131246,692,129326,1228,,,,669,23,0
03/12/21,631,131246,692,129326,1228,,,,669,23,0
04/12/21,632,131246,692,129326,1228,,,,669,23,0
05/12/21,633,131246,692,129326,1228,,,,669,23,0
06/12/21,634,131412,678,129495,1239,,,,655,23,0
07/12/21,635,131412,678,129495,1239,,,,655,23,0
08/12/21,636,131547,738,129566,1243,,,,716,22,0
09/12/21,637,131547,738,129566,1243,,,,716,22,0
10/12/21,638,131718,854,129613,1251,,,,832,22,0
11/12/21,639,131840,927,129660,1253,,,,905,22,0
12/12/21,640,131911,973,129683,1255,,,,955,18,0
13/12/21,641,132132,1174,129701,1257,,,,1156,18,0
14/12/21,642,132288,1301,129728,1259,,,,1283,18,0
15/12/21,643,132609,1602,129746,1261,4216970,2651463,1565507,1584,18,0
16/12/21,644,133046,1954,129829,1263,,,,1930,24,0
17/12/21,645,133555,2428,129862,1265,,,,2404,24,0
18/12/21,646,134034,2877,129890,1267,,,,2853,24,0
19/12/21,647,134355,3165,129921,1269,,,,3141,24,0
20/12/21,648,135278,4027,129980,1271,,,,4003,24,0
21/12/21,649,136436,5112,130050,1274,,,,5097,15,0
22/12/21,650,137760,6361,130122,1277,,,,6344,17,0
23/12/21,651,138957,7353,130324,1280,7755231,5774413,2334010,7336,17,0
24/12/21,652,140221,8554,130384,1283,,,,8537,17,0
25/12/21,653,141295,9534,130474,1287,,,,9514,18,2
26/12/21,654,142196,10211,130695,1290,,,,10190,19,2
27/12/21,655,142986,10218,131473,1295,,,,10192,23,3
28/12/21,656,143997,10906,131793,1298,,,,10879,24,3
29/12/21,657,145052,11512,132237,1303,,,,11475,25,12
30/12/21,658,146119,12422,132391,1306,,,,12395,23,4
31/12/21,659,147203,13025,132869,1309,,,,12999,22,4
01/01/22,660,148079,13576,133190,1313,,,,13523,45,8
02/01/22,661,148680,13251,134113,1316,,,,13216,28,7
03/01/22,662,149367,13663,134385,1319,,,,13604,48,11
04/01/22,663,150125,13547,135256,1322,,,,13487,49,11
05/01/22,664,150874,13007,136542,1325,,,,12950,45,12
06/01/22,665,150874,13007,136542,1325,,,,12950,45,12
07/01/22,666,152243,11403,139508,1332,,,,11355,39,9
08/01/22,667,152729,10889,140504,1336,,,,10842,39,8
09/01/22,668,152729,10889,140504,1336,,,,10842,39,8
10/01/22,669,153514,9020,143151,1343,,,,8964,44,12
11/01/22,670,153931,8103,144481,1347,,,,8047,44,12
12/01/22,671,154190,7432,145408,1350,,,,7379,38,15
13/01/22,672,154614,6771,146489,1354,9004225,6085629,2918596,6722,40,9
14/01/2022,673,154891,6224,147310,1357,,,,6177,38,9
15/01/2022,674,154891,6224,147310,1357,,,,6177,38,9
16/01/2022,675,154891,6224,147310,1357,,,,6177,38,9
17/01/2022,676,155496,3534,150595,1367,10015888,6877682,3138206,3489,35,10
18/01/2022,677,155665,3227,151068,1370,,,,3188,29,10
19/01/2022,678,155665,3227,151068,1370,,,,3188,29,10
20/01/2022,679,156083,2531,152173,1379,,,,2484,39,8
21/01/2022,680,156272,2393,152497,1382,,,,2346,39,8
22/01/2022,681,156392,2101,152907,1384,,,,2054,39,8
23/01/2022,682,156515,2088,153039,1388,,,,2044,36,8
24/01/2022,683,156690,1906,153393,1391,,,,1865,36,5
25/01/2022,684,156805,1901,153511,1393,,,,1860,36,5
26/01/2022,685,156920,1876,153649,1395,,,,1835,36,5
27/01/2022,686,156920,1876,153649,1395,,,,1835,36,5
28/01/2022,687,156920,1876,153649,1395,,,,1835,36,5
29/01/2022,688,157220,1392,154424,1404,,,,1374,14,4
30/01/2022,689,157220,1392,154424,1404,,,,1374,14,4
31/01/2022,690,157220,1392,154424,1404,,,,1374,14,4
01/02/22,691,157541,1191,154938,1412,,,,1178,10,3
02/02/2022,692,157646,1107,155124,1415,,,,1094,10,3
03/02/2022,693,157751,1010,155322,1419,,,,998,9,3
04/02/2022,694,157862,680,155759,1423,,,,668,9,3
05/02/2022,695,157917,527,155964,1426,,,,514,9,4
06/02/2022,696,157992,478,156085,1429,,,,470,5,3
07/02/2022,697,158038,415,156192,1431,,,,407,5,3
08/02/2022,698,158159,396,156332,1431,,,,388,5,3
09/02/2022,699,158220,358,156429,1433,,,,350,5,3
10/02/2022,700,158296,329,156531,1436,12043575,7473144,4570431,321,5,3
11/02/2022,701,158434,371,156625,1438,,,,365,5,1
12/02/2022,702,158434,371,156625,1438,,,,365,5,1
13/02/2022,703,158434,371,156625,1438,,,,365,5,1
14/02/2022,704,158894,512,156941,1441,,,,506,5,1
15/02/2022,705,159006,570,156994,1442,,,,563,6,1
16/02/2022,706,159124,549,157133,1442,,,,542,6,1
17/02/2022,707,159124,549,157133,1442,,,,542,6,1
18/02/2022,708,159124,549,157133,1442,,,,542,6,1
19/02/2022,709,159124,549,157133,1442,,,,542,6,1
20/02/2022,710,159478,596,157440,1442,,,,590,5,1
21/02/2022,711,159674,609,157623,1442,,,,608,0,1
22/02/2022,712,159806,680,157684,1442,,,,675,4,1
23/02/2022,713,159891,667,157782,1442,,,,662,4,1
24/02/2022,714,159960,631,157887,1442,,,,626,4,1
25/02/2022,715,160028,587,157999,1442,12637542,8793591,4867214,582,4,1
26/02/2022,716,160100,567,158091,1442,,,,562,4,1
27/02/2022,717,160174,571,158161,1442,,,,567,3,1
28/02/2022,718,160338,665,158231,1442,,,,660,4,1
01/03/2022,719,160509,667,158400,1442,,,,667,0,0
02/03/2022,720,160604,686,158476,1442,,,,686,0,0
03/03/2022,721,160623,634,158547,1442,,,,634,0,0
04/03/2022,722,160640,561,158637,1442,,,,561,0,0
05/03/2022,723,160658,374,158840,1444,,,,374,0,0
06/03/2022,724,160667,231,158992,1444,,,,231,0,0
07/03/2022,725,160681,192,159044,1445,,,,192,0,0
08/03/2022,726,160693,169,159079,1445,,,,169,0,0
09/03/2022,727,160716,159,159112,1445,,,,158,1,0
10/03/2022,728,160736,161,159130,1445,,,,160,1,0
11/03/2022,729,160751,157,159149,1445,,,,156,1,0
12/03/2022,730,160761,89,159227,1445,,,,88,1,0
13/03/2022,731,160768,77,159246,1445,,,,76,1,0
14/03/2022,732,160775,74,159256,1445,,,,73,1,0
15/03/2022,733,160791,69,159277,1445,,,,69,0,0
16/03/2022,734,160819,67,159307,1445,,,,67,0,0
17/03/2022,735,160839,72,159322,1445,,,,72,0,0
18/03/2022,736,160863,92,159326,1445,,,,91,1,0
19/03/2022,737,160870,88,159337,1445,,,,87,1,0
20/03/2022,738,160886,98,159343,1445,13026180,8991580,5050369,97,1,0
21/03/2022,739,160894,90,159359,1445,,,,89,1,0
22/03/2022,740,160907,79,159383,1445,,,,79,0,0
23/03/2022,741,160907,79,159383,1445,,,,79,0,0
24/03/2022,742,160925,71,159409,1445,,,,71,0,0
25/03/2022,743,160925,71,159409,1445,,,,71,0,0
26/03/2022,744,160944,49,159450,1445,,,,49,0,0
27/03/2022,745,160956,53,159458,1445,,,,53,0,0
28/03/2022,746,160971,58,159468,1445,,,,58,0,0
29/03/2022,747,160971,58,159468,1445,13047826,8999937,5070306,58,0,0
30/03/2022,748,160971,58,159468,1445,,,,58,0,0
31/03/2022,749,161014,38,159531,1445,14228848,8999937,5070306,38,0,0
01/04/2022,750,161026,45,159536,1445,,,,45,0,0
02/04/2022,751,161034,42,159547,1445,,,,42,0,0
03/04/2022,752,161038,39,159554,1445,,,,39,0,0
04/04/2022,753,161048,37,159566,1445,,,,37,0,0
05/04/2022,754,161048,37,159566,1445,,,,37,0,0
06/04/2022,755,161059,25,159589,1445,,,,25,0,0
07/04/2022,756,161071,34,159592,1445,,,,34,0,0
08/04/2022,757,161083,41,159597,1445,,,,41,0,0
09/04/2022,758,161086,34,159607,1445,,,,34,0,0
10/04/2022,759,161092,36,159611,1445,,,,36,0,0
11/04/2022,760,161101,32,159624,1445,,,,32,0,0
12/04/2022,761,161101,32,159624,1445,,,,32,0,0
13/04/2022,762,161101,32,159624,1445,,,,32,0,0
14/04/2022,763,161113,31,159637,1445,,,,31,0,0
15/04/2022,764,161114,29,159640,1445,,,,29,0,0
16/04/2022,765,161117,28,159644,1445,,,,28,0,0
